0.815198166616433,0.432036552693118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0034328939532194,0.0168719540601448,0.0253390578443039,0.0340411853283381,0.0429040506937707,0.0542321056058134,0.067632501241306,0.0440480712043181,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0845537250916108,0.233041644481636,0.390092960240586,0.478681797517648,0.283420459609802,0.088858622400983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.009243243792392,0.0196449838540735,0.0357707692993831,0.0567084265466105,0.10408439137497,0.170757064629477,0.253681358186346,0.336605651701065,0.419529945240648,0.502454238795873,0.585378532275469,0.668302825851849,0.751227119662859,0.834151412954313,0.917075706801793,1
0,0.127491937473655,0.232862640787346,0.359457925559747,0.490650311620231,0.618394669022737,0.728469665137491,0.82369105767695,0.851867537420688,0.829242935370523,0.74631864183716,0.663394348307027,0.580470054759328,0.497545761214113,0.414621467792206,0.331697174148055,0.248772879852563,0.165848586997839,0.0829242926102448,0
0.0686196016351242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0316285066756423,0.203996256716874,0.360172240805787,0,6.20795491887868e-11,0,-4.79610738121932e-17,0,0,0,0,-9.0116627264561e-13,0,0,0,0,0,0,0,0
0,7.14800320477457e-07,2.04106593895932e-07,0.0682606097074707,0,0.115098837016889,0,0.0519680145449289,2.42277099552355e-14,-3.14401301004342e-19,-1.039059709272e-10,0,2.79735694008341e-14,-2.13736425657301e-12,-1.75520987320677e-11,1.23593460304046e-13,4.71320032275928e-10,4.77320611185828e-11,5.79458820375315e-10,0
0,0,0,0.0682606093708302,0.182644799619486,0.115098837011547,0.181527459957313,0,0,0,0,0,0,0,0,0,0,0,0,0
